timestamp,energy_required_kwh,generation_solar_kwh,generation_wind_kwh,generation_hydro_kwh,total_generated_kwh,source_solar_kwh,source_wind_kwh,source_hydro_kwh,source_coal_kwh,rate_solar_inr,rate_wind_inr,rate_hydro_inr,rate_coal_inr,total_cost_inr,average_unit_price_inr,grid_provider
2025-03-24 11:15:00,489.13,418.46,42.69,26.73,487.88,418.46,42.69,26.73,1.25,2.1,3.03,5.12,5.32,1151.62,2.35,Tata Power
2025-03-24 11:30:00,478.38,434.47,14.35,26.69,475.51,434.47,14.35,26.69,2.87,2.29,3.13,5.48,4.91,1200.2,2.51,CESC
2025-03-24 11:45:00,517.66,444.87,26.63,28.66,500.16,444.87,26.63,28.66,17.5,2.4,3.06,4.65,5.38,1376.59,2.66,Adani Power
2025-03-24 12:00:00,511.39,412.05,46.08,29.03,487.16,412.05,46.08,29.03,24.23,2.1,3.18,5.38,5.0,12891.7,2.52,Adani Power
2025-03-24 12:15:00,536.44,450.86,36.37,27.8,515.03,450.86,36.37,27.8,38.75,2.07,3.06,4.78,5.38,1292.64,2.41,State DISCOM
2025-03-24 12:30:00,468.34,418.83,17.31,27.68,463.82,418.83,17.31,27.68,4.52,2.08,3.14,5.34,4.99,1095.89,2.34,Tata Power
2025-03-24 12:45:00,493.95,433.79,11.35,26.84,471.98,433.79,11.35,26.84,21.97,2.14,3.19,5.07,4.91,1208.47,2.45,State DISCOM
2025-03-24 13:00:00,486.82,435.1,8.76,26.43,470.29,435.1,8.76,26.43,16.53,2.12,3.09,5.16,4.76,1164.54,2.39,State DISCOM
2025-03-24 13:15:00,511.16,441.18,7.91,27.11,476.2,441.18,7.91,27.11,34.96,2.26,3.22,5.02,5.45,1349.16,2.64,State DISCOM
2025-03-24 13:30:00,490.16,432.15,9.29,28.99,470.43,432.15,9.29,28.99,19.73,2.17,3.24,4.74,5.29,1209.65,2.47,CESC
2025-03-24 13:45:00,509.4,430.6,41.48,28.22,500.3,430.6,41.48,28.22,9.1,2.12,3.08,4.75,4.73,1217.72,2.39,Torrent Power
2025-03-24 14:00:00,486.92,415.46,43.34,26.67,485.47,415.46,43.34,26.67,1.45,2.06,3.25,5.01,5.34,1138.06,2.34,Torrent Power
2025-03-24 14:15:00,472.14,386.62,10.42,26.49,423.53,386.62,10.42,26.49,48.61,2.31,3.28,4.87,4.99,1298.84,2.75,State DISCOM
2025-03-24 14:30:00,504.16,368.98,9.01,28.41,406.4,368.98,9.01,28.41,97.76,2.19,3.14,5.05,5.43,1510.66,3.0,State DISCOM
2025-03-24 14:45:00,521.52,355.71,24.96,27.27,407.94,355.71,24.96,27.27,113.58,2.38,3.1,4.91,4.63,1583.74,3.04,Adani Power
2025-03-24 15:00:00,481.53,339.54,29.85,29.06,398.45,339.54,29.85,29.06,83.08,2.46,3.01,4.85,4.86,1469.83,3.05,State DISCOM
2025-03-24 15:15:00,526.44,354.96,27.72,27.69,410.37,354.96,27.72,27.69,116.07,2.18,3.07,5.25,4.95,1578.83,3.0,Torrent Power
2025-03-24 15:30:00,543.19,322.36,3.72,27.27,353.35,322.36,3.72,27.27,189.84,2.38,3.13,5.44,4.85,1847.93,3.4,Torrent Power
2025-03-24 15:45:00,544.84,319.91,19.25,27.0,366.16,319.91,19.25,27.0,178.68,2.19,3.09,4.53,4.65,1713.26,3.14,Torrent Power
2025-03-24 16:00:00,440.65,294.28,26.54,28.42,349.24,294.28,26.54,28.42,91.41,2.47,3.17,5.2,4.62,1381.1,3.13,Torrent Power
2025-03-24 16:15:00,549.36,278.69,29.62,27.62,335.93,278.69,29.62,27.62,213.43,2.14,3.29,5.31,5.34,1980.22,3.6,Tata Power
2025-03-24 16:30:00,525.2,254.51,25.79,28.33,308.63,254.51,25.79,28.33,216.57,2.25,3.2,5.19,5.26,19413.699999999997,3.7,Adani Power
2025-03-24 16:45:00,496.44,225.08,16.7,28.0,269.78,225.08,16.7,28.0,226.66,2.0,3.13,4.59,4.73,1703.05,3.43,
2025-03-24 17:00:00,474.3,194.65,15.2,28.96,238.81,194.65,15.2,28.96,235.49,2.12,3.17,4.64,5.24,1829.18,3.86,State DISCOM
2025-03-24 17:15:00,503.82,172.43,30.25,26.4,229.08,172.43,30.25,26.4,274.74,2.08,3.18,4.96,4.74,1888.06,3.75,Adani Power
2025-03-24 17:30:00,460.44,150.87,21.86,28.1,200.83,150.87,21.86,28.1,259.61,2.36,3.15,4.77,4.95,1844.02,4.0,Torrent Power
2025-03-24 17:45:00,526.24,121.89,14.76,27.55,164.2,121.89,14.76,27.55,362.04,2.04,3.11,5.35,4.98,2244.91,4.27,State DISCOM
2025-03-24 18:00:00,489.72,105.03,31.92,28.52,165.47,105.03,31.92,28.52,324.25,2.7,3.42,5.54,5.48,2327.64,4.75,CESC
2025-03-24 18:15:00,484.01,78.19,29.77,28.25,136.21,78.19,29.77,28.25,347.8,2.49,3.35,5.63,5.56,2387.24,4.93,Adani Power
2025-03-24 18:30:00,500.13,49.8,20.65,27.39,97.84,49.8,20.65,27.39,402.29,2.79,3.41,5.08,5.26,2464.55,4.93,State DISCOM
2025-03-24 18:45:00,500.72,26.93,29.53,27.37,83.83,26.93,29.53,27.37,416.89,2.73,3.5,5.25,5.79,2734.36,5.46,Adani Power
2025-03-24 19:00:00,530.69,0.0,9.94,26.42,36.36,0.0,9.94,26.42,494.33,2.8,3.46,5.54,5.15,2726.56,5.14,Torrent Power
2025-03-24 19:15:00,489.99,0.0,34.09,29.09,63.18,0.0,34.09,29.09,426.81,2.45,3.47,5.53,5.31,2545.52,5.2,Torrent Power
2025-03-24 19:30:00,443.54,0.0,41.14,28.42,69.56,0.0,41.14,28.42,373.98,2.77,3.32,5.87,5.36,2307.94,5.2,State DISCOM
2025-03-24 19:45:00,508.72,0.0,3.96,26.76,30.72,0.0,3.96,26.76,478.0,2.6,3.36,5.96,5.3,2706.2,5.32,Adani Power
2025-03-24 20:00:00,482.15,0.0,31.9,27.89,59.79,0.0,31.9,27.89,422.36,2.69,3.39,5.31,5.29,2490.52,5.17,Tata Power
2025-03-24 20:15:00,453.27,0.0,27.52,28.91,56.43,0.0,27.52,28.91,396.84,2.43,3.39,5.31,5.78,2540.54,5.6,CESC
2025-03-24 20:30:00,535.29,0.0,31.36,26.75,58.11,0.0,31.36,26.75,477.18,2.69,3.38,5.86,5.89,3073.34,5.74,Adani Power
2025-03-24 20:45:00,518.79,0.0,15.87,28.76,44.63,0.0,15.87,28.76,474.16,2.74,3.37,5.06,5.97,3029.74,5.84,CESC
2025-03-24 21:00:00,490.36,0.0,37.9,28.34,66.24,0.0,37.9,28.34,424.12,2.9,3.48,5.02,5.94,2793.43,5.7,Tata Power
2025-03-24 21:15:00,545.18,0.0,30.41,27.24,57.65,0.0,30.41,27.24,487.53,2.85,3.47,5.56,5.26,2821.38,5.18,State DISCOM
2025-03-24 21:30:00,496.68,0.0,18.71,26.86,45.57,0.0,18.71,26.86,451.11,2.64,3.32,5.05,5.63,2737.51,5.51,State DISCOM
2025-03-24 21:45:00,486.33,0.0,28.74,28.09,56.83,0.0,28.74,28.09,429.5,2.54,3.48,5.48,5.54,2633.38,5.41,Torrent Power
2025-03-24 22:00:00,476.55,0.0,19.04,27.55,46.59,0.0,19.04,27.55,429.96,2.47,3.54,5.64,6.0,2802.54,5.88,Torrent Power
2025-03-24 22:15:00,514.46,0.0,16.7,27.13,43.83,0.0,16.7,27.13,470.63,2.28,3.25,4.59,4.95,2508.42,4.88,Adani Power
2025-03-24 22:30:00,474.85,0.0,11.51,28.67,40.18,0.0,11.51,28.67,538.84,2.23,3.06,5.38,5.34,2510.6,5.29,Torrent Power
2025-03-24 22:45:00,524.57,0.0,35.46,29.1,64.56,0.0,35.46,29.1,460.01,2.27,3.23,5.1,4.64,2397.39,4.57,Tata Power
2025-03-24 23:00:00,482.31,0.0,14.13,27.82,41.95,0.0,14.13,27.82,440.36,2.24,3.24,4.98,4.85,2320.07,4.81,Torrent Power
2025-03-24 23:15:00,493.3,0.0,21.08,26.59,47.67,0.0,21.08,26.59,445.63,2.45,3.23,5.17,5.23,2536.2,5.14,Tata Power
2025-03-24 23:30:00,537.36,0.0,21.5,26.72,48.22,0.0,21.5,26.72,489.14,2.37,3.14,4.74,4.84,2561.6,4.77,Tata Power
2025-03-24 23:45:00,501.4,0.0,6.26,28.55,34.81,0.0,6.26,28.55,466.59,2.1,3.03,5.1,5.15,2567.51,5.12,State DISCOM
2025-03-25 00:00:00,472.76,0.0,29.09,28.35,57.44,0.0,29.09,28.35,415.32,2.31,3.08,5.49,5.28,2438.13,5.16,Tata Power
2025-03-25 00:15:00,529.38,0.0,25.82,26.09,51.91,0.0,25.82,26.09,477.47,2.24,3.28,4.82,4.81,2507.07,4.74,CESC
2025-03-25 00:30:00,547.66,0.0,15.72,26.25,41.97,0.0,15.72,26.25,505.69,2.4,3.22,5.44,4.96,2701.64,4.93,CESC
2025-03-25 00:45:00,504.16,120.76,35.93,28.24,64.17,120.76,35.93,28.24,439.99,2.41,3.24,4.84,4.79,2360.65,4.68,Tata Power
2025-03-25 01:00:00,463.12,0.0,45.13,27.15,72.28,0.0,45.13,27.15,390.84,2.11,3.21,5.05,5.1,2275.26,4.91,Torrent Power
2025-03-25 01:15:00,483.18,0.0,25.27,28.43,53.7,0.0,25.27,28.43,429.48,2.25,3.18,5.11,4.81,2291.43,4.74,State DISCOM
2025-03-25 01:30:00,504.42,0.0,27.48,26.87,54.35,0.0,27.48,26.87,450.07,2.27,3.13,5.28,4.97,2464.73,4.89,State DISCOM
2025-03-25 01:45:00,515.3,76.4,7.91,26.3,34.21,76.4,7.91,26.3,481.09,2.17,3.23,4.78,4.98,2547.09,4.94,Adani Power
2025-03-25 02:00:00,472.43,0.0,19.31,26.11,45.42,0.0,19.31,26.11,427.01,2.0,3.06,5.25,5.07,2361.11,5.0,Torrent Power
2025-03-25 02:15:00,483.93,0.0,5.52,27.24,32.76,0.0,5.52,27.24,962.64,2.5,3.12,5.22,4.92,2379.17,4.92,State DISCOM
2025-03-25 02:30:00,482.56,0.0,26.57,27.44,54.01,0.0,26.57,27.44,428.55,2.13,3.27,5.24,5.29,2497.7,5.18,Torrent Power
2025-03-25 02:45:00,471.08,0.0,30.39,27.19,57.58,0.0,30.39,27.19,413.5,2.36,3.04,4.95,5.04,2311.02,4.91,Adani Power
2025-03-25 03:00:00,511.28,0.0,10.57,27.44,38.01,0.0,10.57,27.44,473.27,2.44,3.29,5.28,4.71,2408.76,4.71,CESC
2025-03-25 03:15:00,489.59,0.0,9.55,27.77,37.32,0.0,9.55,27.77,452.27,2.13,3.09,5.04,5.34,2584.59,5.28,CESC
2025-03-25 03:30:00,518.24,0.0,30.09,27.4,57.49,0.0,30.09,27.4,460.75,2.42,3.17,5.31,4.73,2420.23,4.67,Tata Power
2025-03-25 03:45:00,521.93,0.0,21.03,27.85,48.88,0.0,21.03,27.85,473.05,2.03,3.08,5.4,4.67,2424.31,4.64,Torrent Power
2025-03-25 04:00:00,495.05,0.0,31.04,27.39,58.43,0.0,31.04,27.39,436.62,2.33,3.06,5.48,5.38,2594.1,5.24,CESC
2025-03-25 04:15:00,448.08,0.0,18.35,28.44,46.79,0.0,18.35,28.44,401.29,2.16,3.16,5.43,5.27,2327.21,5.19,CESC
2025-03-25 04:30:00,509.96,0.0,12.47,27.62,40.09,0.0,12.47,27.62,469.87,2.25,3.01,5.24,4.8,2437.64,4.78,Tata Power
2025-03-25 04:45:00,479.55,0.0,17.75,27.88,45.63,0.0,17.75,27.88,433.92,2.49,3.01,4.89,4.9,2315.97,4.83,Tata Power
2025-03-25 05:00:00,515.48,0.0,15.45,26.74,42.19,0.0,15.45,26.74,473.29,2.27,3.23,4.93,5.32,2699.63,5.24,CESC
2025-03-25 05:15:00,504.08,0.0,21.08,26.41,47.49,0.0,21.08,26.41,456.59,2.35,3.01,4.95,5.49,2700.86,5.36,State DISCOM
2025-03-25 05:30:00,554.51,0.0,33.19,27.12,60.31,0.0,33.19,27.12,494.2,2.43,3.23,4.88,5.21,2814.33,5.08,State DISCOM
2025-03-25 05:45:00,526.41,0.0,17.43,27.7,45.13,0.0,17.43,27.7,481.28,2.02,3.28,4.6,5.3,2735.37,5.2,Torrent Power
2025-03-25 06:00:00,498.23,0.0,27.05,26.05,53.1,0.0,27.05,26.05,445.13,2.1,3.14,5.07,4.77,2340.28,4.7,CESC
2025-03-25 06:15:00,527.03,26.26,24.33,27.65,78.24,26.26,24.33,27.65,448.79,2.42,3.15,4.78,5.49,2736.21,5.19,Adani Power
2025-03-25 06:30:00,474.7,53.49,13.91,27.49,94.89,53.49,13.91,27.49,379.81,2.06,3.03,5.21,5.17,2259.18,4.76,CESC
2025-03-25 06:45:00,553.9,79.75,16.43,27.97,124.15,79.75,16.43,27.97,429.75,2.14,3.18,5.08,5.2,2599.7,4.69,Adani Power
2025-03-25 07:00:00,486.38,106.37,13.44,28.41,148.22,106.37,13.44,28.41,338.16,2.37,3.21,5.14,5.38,2260.57,4.65,Tata Power
2025-03-25 07:15:00,504.92,124.45,27.78,27.08,179.31,124.45,27.78,27.08,325.61,2.15,3.2,4.56,5.26,2192.66,4.34,Adani Power
2025-03-25 07:30:00,548.52,155.09,10.91,25.88,191.88,155.09,10.91,25.88,356.64,2.3,3.28,5.27,4.88,2269.28,4.14,CESC
2025-03-25 07:45:00,520.35,170.26,22.78,27.81,220.85,170.26,22.78,27.81,299.5,2.07,3.11,5.36,4.93,2048.88,3.94,Adani Power
2025-03-25 08:00:00,496.62,211.3,12.37,26.04,249.71,211.3,12.37,26.04,246.91,2.29,3.12,5.18,4.6,1793.14,3.61,State DISCOM
2025-03-25 08:15:00,492.36,214.89,13.18,26.51,254.58,214.89,13.18,26.51,237.78,2.05,3.07,5.31,5.28,1877.23,3.81,Torrent Power
2025-03-25 08:30:00,507.34,255.98,2.94,27.51,286.43,255.98,2.94,27.51,220.91,2.04,3.24,5.29,5.26,1839.24,3.63,Tata Power
2025-03-25 08:45:00,514.12,254.3,19.44,26.35,300.09,254.3,19.44,26.35,214.03,2.26,3.29,4.77,4.98,1830.23,3.56,Tata Power
2025-03-25 09:00:00,537.35,288.34,29.55,28.3,346.19,288.34,29.55,28.3,191.16,2.08,3.23,5.43,4.83,1772.17,3.3,Tata Power
2025-03-25 09:15:00,510.35,317.84,9.31,26.07,353.22,317.84,9.31,26.07,157.13,2.34,3.28,5.4,5.22,1735.28,3.4,Torrent Power
2025-03-25 09:30:00,511.21,329.0,31.03,27.44,387.47,329.0,31.03,27.44,123.74,2.41,3.3,5.49,4.96,1659.68,3.25,Torrent Power
2025-03-25 09:45:00,509.44,340.94,30.92,28.0,399.86,340.94,30.92,28.0,109.58,2.03,3.01,4.99,5.07,1480.47,2.91,Torrent Power
2025-03-25 10:00:00,493.35,342.69,14.18,27.26,384.13,342.69,14.18,27.26,109.22,2.12,3.12,5.08,5.01,1456.42,2.95,CESC
2025-03-25 10:15:00,537.87,377.11,32.27,25.92,435.3,377.11,32.27,25.92,102.57,2.49,3.28,5.12,4.79,1668.87,3.1,Tata Power
2025-03-25 10:30:00,515.41,387.89,30.22,27.59,445.7,387.89,30.22,27.59,69.71,2.19,3.23,5.11,5.16,1447.78,2.81,Torrent Power
2025-03-25 10:45:00,511.22,393.5,24.74,28.49,446.73,393.5,24.74,28.49,64.49,2.25,3.22,5.42,4.88,143.41600000000003,2.81,Tata Power
2025-03-25 11:00:00,496.24,393.93,30.41,28.24,452.58,393.93,30.41,28.24,43.66,2.39,3.08,4.82,5.41,1407.47,2.84,Adani Power
2025-03-25 11:15:00,519.4,401.58,8.64,27.99,438.21,401.58,8.64,27.99,81.19,2.39,3.17,4.6,5.44,1557.59,3.0,State DISCOM
2025-03-25 11:30:00,490.94,441.62,16.47,26.27,484.36,441.62,16.47,26.27,6.58,2.12,3.08,4.88,5.35,2300.72,2.34,State DISCOM
2025-03-25 11:45:00,544.06,447.17,15.69,28.27,491.13,447.17,15.69,28.27,52.93,2.47,3.15,5.09,4.89,1556.66,2.86,Adani Power
2025-03-25 12:00:00,483.74,450.03,28.56,27.34,505.93,430.29,27.31,26.14,340.84,2.3,3.14,4.56,5.18,1194.62,2.47,Self
2025-03-25 12:15:00,485.8,433.34,27.57,27.68,488.59,430.87,27.41,27.52,0.0,2.36,3.14,5.28,4.71,1248.23,2.57,
2025-03-25 12:30:00,525.85,455.67,33.2,27.02,515.89,455.67,33.2,27.02,9.96,2.19,3.29,4.85,4.69,1284.9,2.44,CESC
2025-03-25 12:45:00,500.82,423.38,15.69,26.61,465.68,423.38,15.69,26.61,35.14,2.19,3.06,5.15,4.78,1280.22,2.56,Adani Power
2025-03-25 13:00:00,466.97,426.93,20.23,27.38,474.54,420.12,19.91,26.94,0.0,2.04,3.21,5.33,5.24,1064.55,2.28,Self
2025-03-25 13:15:00,514.54,411.68,4.94,26.87,443.49,411.68,4.94,26.87,71.05,2.48,3.18,5.07,5.23,1544.5,3.0,CESC
2025-03-25 13:30:00,465.35,419.21,44.54,28.27,492.02,396.49,42.13,26.74,0.0,2.34,3.14,4.69,5.2,1185.49,2.55,Self
2025-03-25 13:45:00,478.49,400.06,18.72,26.36,445.14,400.06,18.72,26.36,33.35,2.3,3.12,5.06,4.63,1266.34,2.65,CESC
2025-03-25 14:00:00,452.57,386.73,22.26,28.35,437.34,386.73,22.26,28.35,26.1,2.24,3.04,5.08,5.22,1157.46,2.56,CESC
2025-03-25 14:15:00,502.32,374.83,21.64,27.15,423.62,374.83,21.64,27.15,78.7,2.16,3.08,5.18,5.33,1436.39,2.86,CESC
2025-03-25 14:30:00,441.19,378.85,18.2,26.04,423.09,378.85,18.2,26.04,18.1,2.01,3.02,5.42,5.12,1050.26,2.38,Tata Power
2025-03-25 14:45:00,516.1,386.42,14.2,27.64,428.26,386.42,14.2,27.64,87.84,2.26,3.16,5.39,4.89,1496.7,2.9,Adani Power
2025-03-25 15:00:00,447.44,354.33,27.4,26.02,407.75,354.33,27.4,26.02,39.69,2.47,3.21,4.69,4.75,1273.71,2.85,Tata Power
2025-03-25 15:15:00,501.48,346.39,17.88,28.0,392.27,346.39,17.88,28.0,109.21,2.28,3.12,5.27,5.09,1548.99,3.09,Tata Power
2025-03-25 15:30:00,485.08,335.26,25.23,26.8,387.29,335.26,25.23,26.8,97.79,2.28,3.26,5.24,5.36,1511.23,3.12,State DISCOM
2025-03-25 15:45:00,520.43,308.17,26.91,27.62,362.7,308.17,26.91,27.62,157.73,2.34,3.27,4.7,5.22,1762.28,3.39,Tata Power
2025-03-25 16:00:00,528.93,289.31,26.77,27.42,343.5,289.31,26.77,27.42,185.43,2.46,3.02,4.82,4.65,1786.96,3.38,Tata Power
2025-03-25 16:15:00,529.11,267.96,9.01,26.65,303.62,267.96,9.01,26.65,225.49,2.01,3.22,4.84,5.1,1846.6,3.49,Adani Power
2025-03-25 16:30:00,493.94,236.48,40.63,26.66,303.77,236.48,40.63,26.66,190.17,2.42,3.04,5.4,4.63,1720.25,3.48,Torrent Power
2025-03-25 16:45:00,560.86,227.41,27.82,28.45,283.68,227.41,27.82,28.45,277.18,2.08,3.01,5.12,4.98,2082.77,3.71,Torrent Power
2025-03-25 17:00:00,491.95,206.14,23.25,27.42,256.81,206.14,23.25,27.42,235.14,2.24,3.12,4.69,5.24,1895.03,3.85,Tata Power
2025-03-25 17:15:00,494.8,168.52,15.69,28.19,212.4,168.52,15.69,28.19,282.4,2.07,3.22,4.93,4.64,1848.67,3.74,Tata Power
2025-03-25 17:30:00,497.49,146.94,11.73,26.53,185.2,146.94,11.73,26.53,312.29,2.09,3.14,4.52,5.46,2168.96,4.36,CESC
2025-03-25 17:45:00,537.91,129.5,29.0,27.77,186.27,129.5,29.0,27.77,351.64,2.43,3.2,5.34,4.95,2296.39,4.27,CESC
2025-03-25 18:00:00,495.45,107.42,18.32,26.65,152.39,107.42,18.32,26.65,343.06,2.89,3.51,5.59,5.72,2486.02,5.02,Tata Power
2025-03-25 18:15:00,6647.14,78.39,34.43,26.11,138.93,78.39,34.43,26.11,374.28,2.46,3.34,5.16,5.45,2482.39,4.84,Tata Power
2025-03-25 18:30:00,487.14,51.88,36.56,27.49,115.93,51.88,36.56,27.49,371.21,2.59,3.5,5.74,5.35,2406.1,4.94,Tata Power
2025-03-25 18:45:00,479.99,27.37,7.69,26.81,61.87,27.37,7.69,26.81,418.12,2.48,3.57,5.4,5.82,2673.56,5.57,Torrent Power
2025-03-25 19:00:00,523.65,0.0,22.82,26.12,48.94,0.0,22.82,26.12,474.71,2.47,3.32,5.4,5.35,2756.51,5.26,Adani Power
2025-03-25 19:15:00,480.26,0.0,18.06,27.14,45.2,0.0,18.06,27.14,435.06,2.58,3.35,5.65,5.39,2558.82,5.33,Torrent Power
2025-03-25 19:30:00,487.13,0.0,18.66,26.91,45.57,0.0,18.66,26.91,441.56,2.57,3.53,5.77,5.76,2764.53,5.68,Tata Power
2025-03-25 19:45:00,477.93,0.0,23.73,26.53,50.26,0.0,23.73,26.53,427.67,2.57,3.6,5.42,5.37,2525.81,5.28,CESC
2025-03-25 20:00:00,461.58,0.0,28.41,26.13,54.54,0.0,28.41,26.13,407.04,2.75,3.55,5.88,5.45,2472.87,5.36,State DISCOM
2025-03-25 20:15:00,514.42,0.0,22.06,27.45,49.51,0.0,22.06,27.45,464.91,2.41,3.38,5.07,5.5,2770.74,5.39,Tata Power
2025-03-25 20:30:00,468.68,0.0,27.73,26.14,53.87,0.0,27.73,26.14,414.81,2.5,3.43,5.5,5.49,2516.19,5.37,Torrent Power
2025-03-25 20:45:00,476.31,0.0,39.2,27.99,67.19,0.0,39.2,27.99,409.12,2.77,3.48,5.08,5.32,2455.12,5.15,Tata Power
2025-03-25 21:00:00,477.54,0.0,18.72,25.84,44.56,0.0,18.72,25.84,432.98,2.75,3.38,5.91,5.14,2441.51,5.11,Torrent Power
2025-03-25 21:15:00,491.32,0.0,19.53,28.09,47.62,0.0,19.53,28.09,443.7,2.6,3.43,5.14,5.22,2527.48,5.14,Tata Power
2025-03-25 21:30:00,503.64,0.0,25.26,26.47,51.73,0.0,25.26,26.47,203.38,2.77,3.58,5.83,6.0,2956.21,5.87,Tata Power
2025-03-25 21:45:00,496.16,0.0,6.68,27.46,34.14,0.0,6.68,27.46,462.02,2.58,3.46,5.88,5.16,2568.6,5.18,Torrent Power
2025-03-25 22:00:00,511.18,0.0,10.5,27.44,37.94,0.0,10.5,27.44,473.24,2.62,3.41,5.82,5.71,2897.71,5.67,Adani Power
2025-03-25 22:15:00,495.08,0.0,11.69,26.66,38.35,0.0,11.69,26.66,456.73,2.4,3.2,5.41,5.04,2483.56,5.02,CESC
2025-03-25 22:30:00,504.37,0.0,22.77,27.43,50.2,0.0,22.77,27.43,454.17,2.09,3.14,5.24,4.67,2336.2,4.63,Torrent Power
2025-03-25 22:45:00,474.91,0.0,21.92,27.07,48.99,0.0,21.92,27.07,425.92,2.31,3.25,4.65,5.2,2411.9,5.08,CESC
2025-03-25 23:00:00,513.71,0.0,16.14,27.64,43.78,0.0,16.14,27.64,469.93,2.34,3.02,5.01,5.14,2602.66,5.07,Adani Power
2025-03-25 23:15:00,513.08,0.0,22.69,26.69,49.38,0.0,22.69,26.69,463.7,2.11,3.22,5.24,4.65,2369.12,4.62,Tata Power
2025-03-25 23:30:00,467.94,0.0,39.08,26.88,65.96,0.0,39.08,26.88,401.98,2.04,3.11,5.25,4.97,2260.5,4.83,Adani Power
2025-03-25 23:45:00,522.95,0.0,31.74,27.82,59.56,0.0,31.74,27.82,463.39,2.11,3.28,5.44,5.16,2646.54,5.06,Tata Power
2025-03-26 00:00:00,493.52,85.78,17.52,25.42,42.94,85.78,17.52,25.42,450.58,2.3,3.3,4.58,5.21,2521.76,5.11,Tata Power
2025-03-26 00:15:00,509.93,0.0,37.68,27.8,65.48,0.0,37.68,27.8,444.45,2.38,3.01,4.55,5.36,2622.16,5.14,Adani Power
2025-03-26 00:30:00,518.69,0.0,17.4,26.25,43.65,0.0,17.4,26.25,475.04,2.08,3.02,5.04,5.11,2612.3,5.04,State DISCOM
2025-03-26 00:45:00,536.0,0.0,22.71,27.74,50.45,0.0,22.71,27.74,485.55,2.09,3.1,5.44,5.11,2702.47,5.04,State DISCOM
2025-03-26 01:00:00,513.65,0.0,25.68,26.1,51.78,0.0,25.68,26.1,461.87,2.04,3.23,4.51,,2486.91,4.84,State DISCOM
2025-03-26 01:15:00,524.42,0.0,23.61,27.39,51.0,0.0,23.61,27.39,473.42,2.4,3.01,5.03,4.64,2405.51,4.59,State DISCOM
2025-03-26 01:30:00,495.41,0.0,31.06,25.64,56.7,0.0,31.06,25.64,438.71,2.05,3.11,5.23,5.11,2472.5,4.99,Adani Power
2025-03-26 01:45:00,524.02,0.0,22.5,27.26,49.76,0.0,22.5,27.26,474.26,2.41,3.03,5.38,5.44,2794.81,5.33,Adani Power
2025-03-26 02:00:00,504.91,0.0,17.89,26.73,44.62,0.0,17.89,26.73,460.29,2.44,3.01,4.69,5.36,5292.74,5.24,Tata Power
2025-03-26 02:15:00,499.18,134.05,22.01,26.9,48.91,134.05,22.01,26.9,450.27,2.25,3.03,4.82,5.0,2447.7,4.9,State DISCOM
2025-03-26 02:30:00,454.76,0.0,36.16,27.48,63.64,0.0,36.16,27.48,391.12,2.08,3.14,5.4,4.83,2151.04,4.73,Tata Power
2025-03-26 02:45:00,482.63,0.0,26.37,26.49,52.86,0.0,26.37,26.49,429.77,2.48,3.14,5.04,4.68,2227.63,4.62,State DISCOM
2025-03-26 03:00:00,521.44,0.0,15.52,27.15,42.67,0.0,15.52,27.15,478.77,2.47,3.18,4.99,4.83,2497.29,4.79,Tata Power
2025-03-26 03:15:00,515.5,0.0,5.06,25.51,30.57,0.0,5.06,25.51,484.93,2.11,3.09,5.1,4.7,2424.91,4.7,Adani Power
2025-03-26 03:30:00,502.75,0.0,23.49,27.85,51.34,0.0,23.49,27.85,451.41,2.14,3.19,5.32,4.75,2367.29,4.71,Adani Power
2025-03-26 03:45:00,557.68,0.0,11.62,26.62,38.24,0.0,11.62,26.62,519.44,2.05,3.2,4.62,4.79,2648.29,4.75,Adani Power
2025-03-26 04:00:00,466.96,0.0,20.99,27.47,48.46,0.0,20.99,27.47,418.5,2.4,3.26,4.65,5.21,2376.55,5.09,Torrent Power
2025-03-26 04:15:00,535.05,0.0,14.59,25.38,39.97,0.0,14.59,25.38,495.08,2.34,3.12,4.96,4.81,2552.74,4.77,CESC
2025-03-26 04:30:00,478.11,0.0,33.65,25.64,59.29,0.0,33.65,25.64,418.82,2.0,3.25,5.28,4.81,2259.27,4.73,State DISCOM
2025-03-26 04:45:00,503.92,0.0,11.0,27.0,38.0,0.0,11.0,27.0,465.92,2.01,3.29,5.27,4.77,2400.92,4.76,Tata Power
2025-03-26 05:00:00,473.34,0.0,42.78,26.1,68.88,0.0,42.78,26.1,404.46,2.06,3.21,5.43,4.89,2256.86,4.77,State DISCOM
2025-03-26 05:15:00,514.85,0.0,10.27,27.29,37.56,0.0,10.27,27.29,477.29,2.46,3.12,4.58,4.79,2443.25,4.75,State DISCOM
2025-03-26 05:30:00,474.56,0.0,23.51,27.36,50.87,0.0,23.51,27.36,423.69,2.04,3.07,5.03,4.65,2179.96,4.59,Adani Power
2025-03-26 05:45:00,510.88,0.0,21.37,27.09,48.46,0.0,21.37,27.09,462.42,2.14,3.05,4.65,5.07,2535.62,4.96,State DISCOM
2025-03-26 06:00:00,498.21,0.0,26.82,26.87,53.69,0.0,26.82,26.87,444.52,2.42,3.04,5.45,4.67,2303.88,4.62,Torrent Power
2025-03-26 06:15:00,472.43,25.22,14.01,26.91,66.14,25.22,14.01,26.91,406.29,2.15,3.01,5.02,4.99,2258.87,4.78,CESC
